date,return,sentiment_mean,n_tweets,sentiment_lag1
2020-01-03,-0.0016005676767140153,0.19777624,7,
2020-01-06,0.0020840452285970645,0.15818897,4,0.19777624
2020-01-07,-0.007678867462875383,0.20559387,7,0.15818897
2020-01-08,0.003707840614713964,0.011573769,6,0.20559387
2020-01-09,0.007067084673456625,0.7045032,5,0.011573769
2020-01-10,-0.0006378958692668801,0.11152999,5,0.7045032
2020-01-13,0.0065434205041150495,0.2702224,7,0.11152999
2020-01-14,0.0003170767535392027,0.115942396,14,0.2702224
2020-01-15,0.0071325633771397445,0.025699848,12,0.115942396
2020-01-16,0.0026756010256039353,0.41533196,6,0.025699848
2020-01-17,0.0017265080340778116,0.21260902,14,0.41533196
2020-01-21,0.003447273259204575,0.41485783,14,0.21260902
2020-01-22,0.0007804426503870143,-0.017403007,8,0.41485783
2020-01-23,-0.0009360223853353,0.39173558,12,-0.017403007
2020-01-24,-0.006871865640318386,0.46279612,6,0.39173558
2020-01-27,-0.0031449792742014315,0.28252092,7,0.46279612
2020-01-28,0.0012621145426869873,0.05526908,15,0.28252092
2020-01-29,-0.005041884743917091,0.32035208,13,0.05526908
2020-01-30,0.011876476048906293,0.1360288,8,0.32035208
2020-01-31,-0.011267608763414816,0.6365538,5,0.1360288
2020-02-03,0.0,0.115906894,6,0.6365538
2020-02-04,0.006014602276154912,0.37970948,10,0.115906894
2020-02-05,0.008023997785636006,0.05719734,7,0.37970948
2020-02-06,0.0017168070353215104,0.23834026,8,0.05719734
2020-02-07,0.001246371605403862,0.25095347,4,0.23834026
2020-02-10,0.0042016475982527,0.22752142,12,0.25095347
2020-02-11,-0.00371911009798076,0.27178034,11,0.22752142
2020-02-12,-0.0004666932060181095,0.1534178,10,0.27178034
2020-02-13,0.005913516904018978,0.14655036,10,0.1534178
2020-02-14,0.0023204880596285893,0.29172018,9,0.14655036
2020-02-18,-0.003549821491931726,0.42301422,8,0.29172018
2020-02-19,-0.0010844653415419403,-0.40846524,7,0.42301422
2020-02-20,0.0007754787175779931,0.4191155,14,-0.40846524
2020-02-21,0.0017045111968847504,0.27427068,12,0.4191155
2020-02-24,-0.023047344490632726,0.2554526,14,0.27427068
2020-02-25,-0.01804938071257134,0.2255622,22,0.2554526
2020-02-26,-0.005643251146246309,0.3187208,16,0.2255622
2020-02-27,-0.040700491312066434,0.091224775,7,0.3187208
2020-02-28,-0.01977691772410417,0.14199497,13,0.091224775
2020-03-02,0.0534574376104302,0.14354135,7,0.14199497
2020-03-03,-0.013586592373539097,0.08248276,10,0.14354135
2020-03-04,0.04912058641071937,-0.04993342,6,0.08248276
2020-03-05,-0.01882316626553515,0.2826114,11,-0.04993342
2020-03-06,-0.00789952098862401,0.11572802,8,0.2826114
2020-03-09,-0.0435488886650548,0.17266692,8,0.11572802
2020-03-10,0.02871243122335354,0.3477064,19,0.17266692
2020-03-11,-0.04905048890225516,0.05443877,6,0.3477064
2020-03-12,-0.0939562819523787,0.26070586,15,0.05443877
2020-03-13,0.08510643907612603,0.4483661,4,0.26070586
2020-03-16,-0.06783253090258445,0.19491026,7,0.4483661
2020-03-17,0.08432820654426365,0.17844298,15,0.19491026
2020-03-18,-0.02569031222968421,0.45428962,4,0.17844298
2020-03-19,-0.0333632111684844,0.46706557,12,0.45428962
2020-03-20,-0.06476164536323747,0.44338557,9,0.46706557
2020-03-23,-0.029593029377512847,0.29252556,11,0.44338557
2020-03-24,0.050997240582453474,0.011030691,7,0.29252556
2020-03-25,-0.0027390345177392694,-0.08327489,11,0.011030691
2020-03-26,0.05473786567100092,0.29886064,12,-0.08327489
2020-03-27,-0.004649992880821685,0.39457563,11,0.29886064
2020-03-30,0.03905799558783274,0.39365014,7,0.39457563
2020-03-31,-0.020323814633924187,0.23929612,9,0.39365014
2020-04-01,-0.016890043492287177,0.11042979,9,0.23929612
2020-04-02,0.025583555236588618,0.27054256,8,0.11042979
2020-04-03,0.007829567431762996,0.09657836,10,0.27054256
2020-04-06,0.037217584544297244,0.37838128,11,0.09657836
2020-04-07,-0.011495910845347068,0.0010824979,10,0.37838128
2020-04-08,0.014801695482768107,0.34359637,4,0.0010824979
2020-04-09,0.009376630068356206,0.19337854,10,0.34359637
2020-04-13,-0.0073973610181911065,-0.030085655,6,0.19337854
2020-04-14,0.042461077950533666,0.27917704,5,-0.030085655
2020-04-15,-0.01579394053282246,0.11632929,8,0.27917704
2020-04-16,0.006587948138837563,0.2779848,8,0.11632929
2020-04-17,0.01527092713455902,-0.2515492,6,0.2779848
2020-04-20,-0.019669288587033207,0.1559333,5,-0.2515492
2020-04-21,-0.02124451319039855,0.23658343,15,0.1559333
2020-04-22,0.00964691685428054,0.2997651,9,0.23658343
2020-04-23,-0.008872304410686871,0.088330485,10,0.2997651
2020-04-24,0.010673247843351996,0.44735798,4,0.088330485
2020-04-27,0.0028958371814493677,0.37093523,9,0.44735798
2020-04-28,0.00560426209849707,0.0015852241,15,0.37093523
2020-04-29,-0.004222057435419924,0.2913427,9,0.0015852241
2020-04-30,-0.011872752598483416,0.3390605,10,0.2913427
2020-05-01,-0.010985222156095986,0.17581409,11,0.3390605
2020-05-04,-0.0005203550634659271,0.12660249,6,0.17581409
2020-05-05,0.0008679653154011202,0.18434747,6,0.12660249
2020-05-06,-0.010929787390545065,0.098926865,5,0.18434747
2020-05-07,-0.0028065204200169447,0.09332276,15,0.098926865
2020-05-08,0.02233950046504729,-0.16512628,9,0.09332276
2020-05-11,-0.0013763842313370134,0.09372947,10,-0.16512628
2020-05-12,-0.008442770959555701,0.24019925,10,0.09372947
2020-05-13,-0.00903526297705548,0.2897119,2,0.24019925
2020-05-14,-0.002455017898770784,0.16199361,11,0.2897119
2020-05-15,0.008789089536590966,0.41344288,2,0.16199361
2020-05-18,0.015856093682554473,0.2223428,7,0.41344288
2020-05-19,-0.01835309907855376,0.058557626,7,0.2223428
2020-05-20,0.01188174331660119,0.21614635,6,0.058557626
2020-05-21,-0.011051537450688653,0.39975774,6,0.21614635
2020-05-22,0.0034922622198747533,0.2573352,5,0.39975774
2020-05-26,0.005393926771473545,0.24191399,8,0.2573352
2020-05-27,0.015057289765725068,0.10658668,7,0.24191399
2020-05-28,0.008865876286946017,0.06303089,6,0.10658668
2020-05-29,0.0010144173270383305,0.16347642,4,0.06303089
2020-06-01,0.006921959338544559,0.049057193,10,0.16347642
2020-06-02,0.0026829807043466936,0.15447186,9,0.049057193
2020-06-03,0.0013374212426140453,-0.070972145,6,0.15447186
2020-06-04,-0.004842781813408803,0.17076693,10,-0.070972145
2020-06-05,0.013928348314135919,-0.0041587297,11,0.17076693
2020-06-08,0.010758110459533787,0.40838933,6,-0.0041587297
2020-06-09,-0.008187222038646413,0.45393744,7,0.40838933
2020-06-10,-0.002806692300049818,0.22946973,11,0.45393744
2020-06-11,-0.037913904733076875,0.40836328,7,0.22946973
2020-06-12,0.00017203966691115014,0.10922087,12,0.40836328
2020-06-15,0.011528014983246404,0.06571483,18,0.10922087
2020-06-16,0.015648778399750984,0.6320154,6,0.06571483
2020-06-17,-0.001507384232100395,-0.17822504,10,0.6320154
2020-06-18,0.005199709330720559,0.3055058,9,-0.17822504
2020-06-19,-0.005172812210802125,0.15279359,9,0.3055058
2020-06-22,-0.0028565952622683355,0.03937994,17,0.15279359
2020-06-23,-0.0015258585189784624,0.14660637,12,0.03937994
2020-06-24,-0.016807938116653487,0.17837445,12,0.14660637
2020-06-25,0.007079954286004497,0.2647756,16,0.17837445
2020-06-26,-0.020404609221295056,0.025494844,2,0.2647756
2020-06-29,0.01890421266865694,0.5925158,2,0.025494844
2020-06-30,0.007386930285737225,0.84879243,2,0.5925158
2020-07-01,0.0008527007590695135,0.2036153,3,0.84879243
2020-07-02,0.005111621907807784,-0.12348746,7,0.2036153
2020-07-06,0.004915979080428512,-0.10864355,14,-0.12348746
2020-07-07,0.00910955242045075,-0.03560941,12,-0.10864355
2020-07-08,-0.0025077142565461674,0.24287543,10,-0.03560941
2020-07-09,-0.007876823281660505,-0.01498778,9,0.24287543
2020-07-10,0.01841255093912575,0.17315297,8,-0.01498778
