date,return,sentiment_mean,n_tweets,sentiment_lag1
2020-01-03,0.028883674741530863,0.19777624,7,
2020-01-06,-0.0015174853794061027,0.15818897,4,0.19777624
2020-01-07,-0.002279614993847545,0.20559387,7,0.15818897
2020-01-08,-0.03579590730634363,0.011573769,6,0.20559387
2020-01-09,-0.013428126251415096,0.7045032,5,0.011573769
2020-01-10,-0.006405118108252172,0.11152999,5,0.7045032
2020-01-13,-0.016921840509995234,0.2702224,7,0.11152999
2020-01-14,0.00655737089809616,0.115942396,14,0.2702224
2020-01-15,-0.008143276056180704,0.025699848,12,0.115942396
2020-01-16,0.00903117027267264,0.41533196,6,0.025699848
2020-01-17,0.0032546755066871214,0.21260902,14,0.41533196
2020-01-21,-0.007299282493494097,0.41485783,14,0.21260902
2020-01-22,-0.027777790763539367,-0.017403007,8,0.41485783
2020-01-23,-0.020168048639635616,0.39173558,12,-0.017403007
2020-01-24,-0.0197255184602233,0.46279612,6,0.39173558
2020-01-27,-0.02887138363037689,0.28252092,7,0.46279612
2020-01-28,0.013513478682458668,0.05526908,15,0.28252092
2020-01-29,-0.008000013563368102,0.32035208,13,0.05526908
2020-01-30,-0.007168452042999429,0.1360288,8,0.32035208
2020-01-31,-0.02166062931143853,0.6365538,5,0.1360288
2020-02-03,-0.032287857614667015,0.115906894,6,0.6365538
2020-02-04,-0.004766462519143921,0.37970948,10,0.115906894
2020-02-05,0.024904237483914793,0.05719734,7,0.37970948
2020-02-06,0.0037383142585096785,0.23834026,8,0.05719734
2020-02-07,-0.014897565253434997,0.25095347,4,0.23834026
2020-02-10,-0.015122859032692948,0.22752142,12,0.25095347
2020-02-11,0.0076775358080907186,0.27178034,11,0.22752142
2020-02-12,0.029523849487304688,0.1534178,10,0.27178034
2020-02-13,0.00277518333086757,0.14655036,10,0.1534178
2020-02-14,0.010147569661333122,0.29172018,9,0.14655036
2020-02-18,0.0,0.42301422,8,0.29172018
2020-02-19,0.02100461186456215,-0.40846524,7,0.42301422
2020-02-20,0.008944492403020421,0.4191155,14,-0.40846524
2020-02-21,-0.010638287978706695,0.27427068,12,0.4191155
2020-02-24,-0.03763441595309158,0.2554526,14,0.27427068
2020-02-25,-0.03165737056179585,0.2255622,22,0.2554526
2020-02-26,-0.020192312100935417,0.3187208,16,0.2255622
2020-02-27,-0.040235511707124805,0.091224775,7,0.3187208
2020-02-28,-0.033742324408612245,0.14199497,13,0.091224775
2020-03-02,0.0497354789963067,0.14354135,7,0.14199497
2020-03-03,-0.003024166606901746,0.08248276,10,0.14354135
2020-03-04,-0.003033436360370123,-0.04993342,6,0.08248276
2020-03-05,-0.02535497045689028,0.2826114,11,-0.04993342
2020-03-06,-0.09157129509671458,0.11572802,8,0.2826114
2020-03-09,-0.2531500202969871,0.17266692,8,0.11572802
2020-03-10,0.11042941599661416,0.3477064,19,0.17266692
2020-03-11,-0.04143642588145724,0.05443877,6,0.3477064
2020-03-12,-0.05763690087455642,0.26070586,15,0.05443877
2020-03-13,0.06422019552656755,0.4483661,4,0.26070586
2020-03-16,-0.13074710379662402,0.19491026,7,0.4483661
2020-03-17,-0.05619837055684329,0.17844298,15,0.19491026
2020-03-18,-0.17513134734137814,0.45428962,4,0.17844298
2020-03-19,0.14012735500354023,0.46706557,12,0.45428962
2020-03-20,-0.0800744576354595,0.44338557,9,0.46706557
2020-03-23,-0.012145737264080192,0.29252556,11,0.44338557
2020-03-24,0.02049178325562906,0.011030691,7,0.29252556
2020-03-25,0.020080302058145927,-0.08327489,11,0.011030691
2020-03-26,-0.04921259916429599,0.29886064,12,-0.08327489
2020-03-27,-0.07453419031074782,0.39457563,11,0.29886064
2020-03-30,-0.05369122648389968,0.39365014,7,0.39457563
2020-03-31,-0.004728127857288822,0.23929612,9,0.39365014
2020-04-01,0.04038006526213023,0.11042979,9,0.23929612
2020-04-02,0.16666666666666674,0.27054256,8,0.11042979
2020-04-03,0.15459881432717393,0.09657836,10,0.27054256
2020-04-06,-0.07118645245848754,0.37838128,11,0.09657836
2020-04-07,-0.07116785860003216,0.0010824979,10,0.37838128
2020-04-08,0.05500976907217425,0.34359637,4,0.0010824979
2020-04-09,-0.07262567500874206,0.19337854,10,0.34359637
2020-04-13,-0.010040198904289532,-0.030085655,6,0.19337854
2020-04-14,-0.05476673231802154,0.27917704,5,-0.030085655
2020-04-15,-0.049356228885117814,0.11632929,8,0.27917704
2020-04-16,-0.01580128612566345,0.2779848,8,0.11632929
2020-04-17,-0.034403690544505316,-0.2515492,6,0.2779848
2020-04-20,-0.109263666028241,0.1559333,5,-0.2515492
2020-04-21,-0.2506666819254557,0.23658343,15,0.1559333
2020-04-22,-0.10676155104100682,0.2997651,9,0.23658343
2020-04-23,0.0517928744760372,0.088330485,10,0.2997651
2020-04-24,-0.026515215484780308,0.44735798,4,0.088330485
2020-04-27,-0.14785987777939713,0.37093523,9,0.44735798
2020-04-28,-0.0273972334300725,0.0015852241,15,0.37093523
2020-04-29,0.056337971413949806,0.2913427,9,0.0015852241
2020-04-30,0.06222226884629989,0.3390605,10,0.2913427
2020-05-01,-0.013598337733768617,0.17581409,11,0.3390605
2020-05-04,0.042948008469194,0.12660249,6,0.17581409
2020-05-05,0.09354347460351242,0.18434747,6,0.12660249
2020-05-06,-0.03068339564803524,0.098926865,5,0.18434747
2020-05-07,-0.01822547055936541,0.09332276,15,0.098926865
2020-05-08,0.04885198014381986,-0.16512628,9,0.09332276
2020-05-11,-0.013972950472986079,0.09372947,10,-0.16512628
2020-05-12,-0.009447367133617157,0.24019925,10,0.09372947
2020-05-13,-0.01764420333810579,0.2897119,2,0.24019925
2020-05-14,0.041262153676187685,0.16199361,11,0.2897119
2020-05-15,0.043822778241252136,0.41344288,2,0.16199361
2020-05-18,0.08575257385588042,0.2223428,7,0.41344288
2020-05-19,0.00534763763764623,0.058557626,7,0.2223428
2020-05-20,0.03682486083730252,0.21614635,6,0.058557626
2020-05-21,0.04972376563909209,0.39975774,6,0.21614635
2020-05-22,-0.038721829769710614,0.2573352,5,0.39975774
2020-05-26,0.003519755716153039,0.24191399,8,0.2573352
2020-05-27,-0.025720960691224315,0.10658668,7,0.24191399
2020-05-28,0.0012000274658203747,0.06303089,6,0.10658668
2020-05-29,0.033959187007717606,0.16347642,4,0.06303089
2020-06-01,0.013137564281815006,0.049057193,10,0.16347642
2020-06-02,0.03241801692331858,0.15447186,9,0.049057193
2020-06-03,0.0018471054663047326,-0.070972145,6,0.15447186
2020-06-04,0.014011768031248373,0.17076693,10,-0.070972145
2020-06-05,0.049818212335760004,-0.0041587297,11,0.17076693
2020-06-08,-0.01731901577642203,0.40838933,6,-0.0041587297
2020-06-09,0.001762398152325817,0.45393744,7,0.40838933
2020-06-10,0.0003518729364879736,0.22946973,11,0.45393744
2020-06-11,-0.07281040002125394,0.40836328,7,0.22946973
2020-06-12,0.002655527056275142,0.10922087,12,0.40836328
2020-06-15,0.020809656856221936,0.06571483,18,0.10922087
2020-06-16,0.02446255962231958,0.6320154,6,0.06571483
2020-06-17,-0.013024555389019032,-0.17822504,10,0.6320154
2020-06-18,0.022360655705611743,0.3055058,9,-0.17822504
2020-06-19,0.01219075511038148,0.15279359,9,0.3055058
2020-06-22,0.026567481833568163,0.03937994,17,0.15279359
2020-06-23,-0.008971712663518261,0.14660637,12,0.03937994
2020-06-24,-0.05118382132658894,0.17837445,12,0.14660637
2020-06-25,0.025321120515875872,0.2647756,16,0.17837445
2020-06-26,-0.02075876566283741,0.025494844,2,0.2647756
2020-06-29,0.03326022759911096,0.5925158,2,0.025494844
2020-06-30,-0.0074284042596687305,0.84879243,2,0.5925158
2020-07-01,0.010335029260400752,0.2036153,3,0.84879243
2020-07-02,0.014109333797107215,-0.12348746,7,0.2036153
2020-07-06,0.007304315981657705,-0.10864355,14,-0.12348746
2020-07-07,-0.005870102704404467,-0.03560941,12,-0.10864355
2020-07-08,0.013546348636553907,0.24287543,10,-0.03560941
2020-07-09,-0.026387952354719246,-0.01498778,9,0.24287543
2020-07-10,0.021823331311628724,0.17315297,8,-0.01498778
2020-07-13,-0.018256998763672816,0.4037299,8,0.17315297
2020-07-14,0.01333330388654752,0.27006388,12,0.4037299
2020-07-15,0.014196737073238097,-0.17745866,15,0.27006388
2020-07-16,-0.004438411200128001,-0.035374448,8,-0.17745866
2020-07-17,-0.0020575948647580944,-0.016181653,10,-0.035374448
2020-07-20,0.0006873009450683032,-0.011608202,8,-0.016181653
2020-07-21,0.020604342610894166,0.27013415,7,-0.011608202
2020-07-22,0.0010094443922825658,-0.035485484,10,0.27013415
2020-07-23,-0.01142857655757612,0.17360142,16,-0.035485484
2020-07-24,0.0010200845563128613,0.08192977,8,0.17360142
2020-07-27,0.009510827928585153,0.029603252,10,0.08192977
2020-07-28,-0.012449493285099367,0.05048853,14,0.029603252
2020-07-29,0.007495717563717363,0.019684808,12,0.05048853
2020-07-30,-0.021643537242256317,0.2130587,11,0.019684808
2020-07-31,0.004839246048102819,0.42780375,1,0.2130587
2020-08-03,0.009287941541043176,0.043669816,6,0.42780375
2020-08-04,0.014996609808088479,0.13340382,14,0.043669816
2020-08-05,0.01511077384872661,-0.14201708,8,0.13340382
2020-08-06,-0.0016539608937370387,0.22792691,13,-0.14201708
2020-08-07,-0.01093439099964022,0.2854903,12,0.22792691
2020-08-10,0.010385241607394624,0.04939841,4,0.2854903
2020-08-11,-0.011273214665386111,-0.14257377,9,0.04939841
2020-08-12,0.024815552605341074,-0.016593533,7,-0.14257377
