Adj Close,Close,High,Low,Open,Volume
XLE,XLE,XLE,XLE,XLE,XLE
80.04534912109375,84.73999786376953,85.5199966430664,84.30999755859375,84.43000030517578,19650900
81.34890747070312,86.12000274658203,86.43000030517578,84.44000244140625,84.87000274658203,18968000
79.92256164550781,84.61000061035156,87.11000061035156,84.55999755859375,86.73999786376953,21024500
79.98868560791016,84.68000030517578,85.45999908447266,84.29000091552734,85.41999816894531,17014600
79.06295776367188,83.69999694824219,83.80000305175781,82.0999984741211,83.23999786376953,23609300
77.7972183227539,82.36000061035156,83.9000015258789,82.18000030517578,83.80999755859375,16875200
77.03207397460938,81.55000305175781,82.55000305175781,81.22000122070312,82.5199966430664,16579900
77.2304458618164,81.76000213623047,82.19999694824219,81.43000030517578,81.98999786376953,19294300
78.09947967529297,82.68000030517578,83.3499984741211,82.18000030517578,83.0199966430664,19384600
76.23861694335938,80.70999908447266,82.61000061035156,80.66000366210938,82.5,18015600
75.6057357788086,80.04000091552734,80.83999633789062,79.69999694824219,79.87999725341797,19642100
75.48294830322266,79.91000366210938,80.12999725341797,78.9800033569336,80.05999755859375,17852800
75.7285385131836,80.16999816894531,80.18000030517578,79.58999633789062,79.87000274658203,19970100
76.01192474365234,80.47000122070312,80.6500015258789,79.4800033569336,80.0,15068400
76.17249298095703,80.63999938964844,81.29000091552734,80.22000122070312,80.33999633789062,12354600
77.25878143310547,81.79000091552734,81.83000183105469,80.68000030517578,81.05999755859375,16920500
78.99684143066406,83.62999725341797,83.66000366210938,81.87999725341797,82.37000274658203,18804700
79.58250427246094,84.25,84.27999877929688,82.93000030517578,83.54000091552734,18234800
79.46914672851562,84.12999725341797,84.25,83.25,84.12000274658203,14840300
80.29094696044922,85.0,85.0199966430664,82.9800033569336,83.30000305175781,17670600
78.7890396118164,83.41000366210938,85.16000366210938,83.37000274658203,85.0,19290400
