,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,positive SA value,Negative SA values,Compound,source,tweet
1570,4898091,2020-02-10 04:20:04+00:00, ,1.22672E+18,en,9,0,0,4,,,,SocialFlow,"When Salia Yang last spoke with her mother, the latter was lying in hospital in Wuhan. They were brainstorming how to get her parents — Salia’s grandparents — admitted to hospital https://t.co/P3VSxF7YQN"
1569,4898091,2020-02-10 04:40:05+00:00, ,1.22673E+18,en,11,3,0,6,,,,SocialFlow,Brussels is expected this week to move towards stripping Cambodia of some trade preferences in response to a political crackdown against the country’s opposition https://t.co/KJcxKviWEA
1565,4898091,2020-02-10 05:17:47+00:00, ,1.22674E+18,en,14,0,0,5,,,,SocialFlow,Starling raises £60m to fund business service and overseas push https://t.co/01oBp0MRPl
1564,4898091,2020-02-10 05:17:48+00:00, ,1.22674E+18,en,11,3,0,6,,,,SocialFlow,Can Britain’s car plants stay open after Brexit? https://t.co/YXHJqWER4A
1562,4898091,2020-02-10 05:40:06+00:00, ,1.22674E+18,en,24,1,1,12,,,,SocialFlow,"Fine Gael and Fianna Fáil, Ireland’s main parties, have excluded Sinn Féin from the government because of its IRA links and leftist policies. But after Saturday's seismic election, that stance may be unsustainable. https://t.co/sjLX28BVNS"
1560,4898091,2020-02-10 06:00:09+00:00, ,1.22675E+18,en,16,1,0,6,,,,SocialFlow,"Luke Ellis, chief executive of the world’s largest publicly traded hedge fund manager, says the industry is changing — and star traders earning eye-watering pay packets no longer have a place https://t.co/auYbXBQztx https://t.co/E5mxsPFORE"
1559,4898091,2020-02-10 06:15:06+00:00, ,1.22675E+18,en,105,1,0,38,,,,SocialFlow,"In more than nine decades of the Academy Awards, no film in a language other than English has won the Best Picture prize. Thanks to ‘Parasite’, that’s no longer the case https://t.co/rT7VXWN4oR"
1556,4898091,2020-02-10 07:00:06+00:00, ,1.22676E+18,en,16,0,0,12,,,,SocialFlow,"Good morning, London. While you were sleeping, this was our most read story: https://t.co/bZez788seI"
1555,4898091,2020-02-10 07:15:03+00:00, ,1.22677E+18,en,28,1,3,10,,,,SocialFlow,"After months of deliberation, Boris Johnson is expected to give the go-ahead on Tuesday for the first phase of Britain’s HS2 high speed rail https://t.co/56ETjmb9O3"
1553,4898091,2020-02-10 07:30:04+00:00, ,1.22677E+18,en,0,0,0,12,,,,SocialFlow,RT @JavierespFT: A coalition of Google rivals has accused the search giant of competition abuse in holiday rentals in a letter sent to @ves…
1552,4898091,2020-02-10 07:45:03+00:00, ,1.22677E+18,en,17,0,2,10,,,,SocialFlow,"The UK held a second evacuation of British families from Wuhan, while China’s efforts to revive its economy fell short on Monday as markets across the region sank. Follow our live coverage here: https://t.co/xTdKt9zGOh"
1551,4898091,2020-02-10 08:00:07+00:00, ,1.22678E+18,en,16,0,1,4,,,,SocialFlow,The London Overground’s success has made it a possible model for a promised overhaul of the UK’s privatised railway franchising system https://t.co/aZB3PMhRAa
1545,4898091,2020-02-10 09:20:05+00:00, ,1.2268E+18,en,22,0,0,16,,,,SocialFlow,"China’s biggest tech company did not make any publicly disclosed investments in the US last year, as hostility brewed between Washington and Beijing https://t.co/uWTyyNykQu"
1543,4898091,2020-02-10 10:00:09+00:00, ,1.22681E+18,en,15,0,0,5,,,,SocialFlow,"Here's another chance to read our ★★★★★ review of Parasite, which last night won Best Picture at the Oscars, as well as Best Director for Bong Joon Ho https://t.co/jJgQJRt1Kh"
1541,4898091,2020-02-10 10:40:04+00:00, ,1.22682E+18,en,13,4,2,10,,,,SocialFlow,Sinn Féin has demanded a role in Ireland’s new government after surging to the highest vote share in a seismic general election that will make it hard for the country’s traditional ruling parties to govern without it https://t.co/TJvdQdSzPZ
1539,4898091,2020-02-10 11:20:05+00:00, ,1.22683E+18,en,22,1,0,12,,,,SocialFlow,"'I didn’t realise they would just die like that, so quickly and so easily,' said the 27-year-old Ms Yang, overcome with shock from the sudden deaths of her mother and grandfather https://t.co/0cCceeaCHs"
1536,4898091,2020-02-10 12:20:05+00:00, ,1.22684E+18,en,16,2,2,12,,,,SocialFlow,"Hollywood's diversity problem goes beyond Oscars — and when studios take the issue seriously, their films see a boost at the box office.  

Here's how the Academy Awards fail to reflect the gender and racial balance of the US population — in charts https://t.co/hJFqYy0SKC https://t.co/U9C4IgCIOh"
1533,4898091,2020-02-10 13:20:01+00:00, ,1.22686E+18,en,44,5,10,25,,,,SocialFlow,"‘After I wake up it is coffee, cigarettes and Netflix. My parents are not angry at me because they know how difficult it is.’ These are the stories behind the headlines of the Middle East’s struggling youth: https://t.co/VjNZJXLdfU"
1531,4898091,2020-02-10 13:40:05+00:00, ,1.22686E+18,en,21,2,1,6,,,,SocialFlow,"Ben Hall: With Sinn Féin’s stunning breakthrough in this weekend’s general election, Ireland’s century-long governing duopoly appears to be over https://t.co/QvTMYQI6kL"
1527,4898091,2020-02-10 14:20:07+00:00, ,1.22687E+18,en,59,11,82,23,,,,SocialFlow,"Jim Messina: The re-election of Donald Trump would pose an existential threat to the US and the world
https://t.co/AsNHP7ndbt"
1523,4898091,2020-02-10 15:40:04+00:00, ,1.22689E+18,en,8,1,1,2,,,,SocialFlow,"Tony Barber: Annegret Kramp-Karrenbauer committed public relations and policy blunders that damaged her standing with German voters
https://t.co/cdV8KHdp4l"
1521,4898091,2020-02-10 16:00:10+00:00, ,1.2269E+18,en,4,1,1,1,,,,SocialFlow,"Is there anything that can stop the viral video juggernaut TikTok? 
https://t.co/EWq9ylDGw9"
1520,4898091,2020-02-10 16:13:07+00:00, ,1.2269E+18,en,3,0,1,0,,,,Twitter for Advertisers.,“This is how Donald Trump stays president for four more years” https://t.co/bQikGQ0wjv
1519,4898091,2020-02-10 16:20:03+00:00, ,1.2269E+18,en,10,0,1,1,,,,SocialFlow,"Henry Mance: The good news is that big banks are cracking down on theft. The bad news is that they are starting in the office canteen
https://t.co/9FlIedRM32"
1517,4898091,2020-02-10 16:40:08+00:00, ,1.22691E+18,en,5,1,0,3,,,,SocialFlow,Leadership lessons: The onetime Parisian street fighter who delivered AstraZeneca's research-led renaissance https://t.co/as3OUedvEi
1515,4898091,2020-02-10 17:20:07+00:00, ,1.22692E+18,en,0,0,0,66,,,,SocialFlow,RT @laurapitel: Turkey tightened restrictions on the lira last night after a wobble that saw it slide past 6TL/$ last week. It’s the latest…
1514,4898091,2020-02-10 17:40:04+00:00, ,1.22692E+18,en,19,2,2,7,,,,SocialFlow,"'I didn’t realise they would just die like that, so quickly and so easily,' said the 27-year-old Ms Yang, overcome with shock from the sudden deaths of her mother and grandfather https://t.co/XHMF7MM01z"
1512,4898091,2020-02-10 18:20:06+00:00, ,1.22693E+18,en,0,0,0,33,,,,SocialFlow,RT @andrewtghill: Insights from inside: most white-collar criminals “sleepwalk over ethical lines” and it can happen to anyone. A former Mc…
1511,4898091,2020-02-10 18:40:06+00:00, ,1.22694E+18,en,17,1,0,10,,,,SocialFlow,Sinn Féin has emerged as Ireland’s biggest political force as the nationalist party delivered a historic breakthrough after decades on the fringes. The result caught a lot of people off guard — so we decided to explain what's driving its momentum https://t.co/dcbDyxu8wr
1510,4898091,2020-02-10 19:00:10+00:00, ,1.22694E+18,en,21,1,3,1,,,,SocialFlow,Rana Foroohar: What would happen to markets if Bernie Sanders continued to surge? https://t.co/aXVtkxQgBn
1508,4898091,2020-02-10 19:40:10+00:00, ,1.22695E+18,en,22,4,4,18,,,,SocialFlow,"Donald Trump has released his annual budget proposal, calling for a $4.6tn cut to projected spending over the next decade. The plan would invest in defence and infrastructure while cutting back on healthcare, disability benefits and student loan spending https://t.co/7PMoQWGdsz"
1507,4898091,2020-02-10 20:00:20+00:00, ,1.22696E+18,en,14,0,0,5,,,,SocialFlow,The New Hampshire primaries are tomorrow — and Democrats have been competing over independent voters. Pete Buttigieg and Amy Klobuchar are among the moderate candidates positioning themselves as centrist alternatives to democratic socialist Bernie Sanders https://t.co/p1LSR8Xpqy
1498,4898091,2020-02-10 22:20:03+00:00, ,1.22699E+18,en,16,4,0,7,,,,SocialFlow,"Officials are debating whether to open an office in Manchester in an effort to build a consensus of support around Boris Johnson’s new 'Global Britain' agenda
https://t.co/b1DyjyMQYT"
1497,4898091,2020-02-10 22:40:05+00:00, ,1.227E+18,en,0,0,0,1,,,,SocialFlow,RT @NikiBlasina: Our globetrotting head of luxury advertising has made New York her go-to city to reset with a detox — and returns feeling…
1496,4898091,2020-02-10 23:00:10+00:00, ,1.227E+18,en,5,1,0,2,,,,SocialFlow,"Rana Foroohar: Traditional metrics, such as unemployment, fail to capture what is really happening on the ground. This is especially true in the US https://t.co/53BjmwIuwD"
1495,4898091,2020-02-10 23:20:05+00:00, ,1.22701E+18,en,11,0,5,2,,,,SocialFlow,"'While there are clearly benefits of meeting people face to face to build relationships and gain insights into their culture, do you have to travel every time?' https://t.co/Vz73q8muTT @JonathanPBlack #businesstravel"
1492,4898091,2020-02-10 23:40:05+00:00, ,1.22701E+18,en,7,0,1,5,,,,SocialFlow,"A course to help people start new churches, or revive dwindling ones, draws on corporate techniques as it mirrors the way people in workplaces get new projects under way. https://t.co/OMcRq7xYpp @Jonathan_Moules #management"
1491,4898091,2020-02-10 23:40:15+00:00, ,1.22701E+18,en,11,1,0,7,,,,SocialFlow,Uber fails to block California gig economy law https://t.co/88PzUAwJam
1486,4898091,2020-02-11 01:52:57+00:00, ,1.22705E+18,en,11,0,1,6,,,,SocialFlow,Coronavirus threatens Australia’s record run of economic growth https://t.co/95KkA7U1gH
1485,4898091,2020-02-11 01:59:58+00:00, ,1.22705E+18,en,6,0,0,2,,,,SocialFlow,Google’s head of human resources to step down https://t.co/Yz075rxyfQ
1482,4898091,2020-02-11 03:35:50+00:00, ,1.22707E+18,en,18,2,5,14,,,,SocialFlow,"China’s Communist party has removed top health officials in Hubei, the province at the centre of the coronavirus outbreak, as the death toll topped 1,000. Follow our live coverage here: https://t.co/lNjErxkW2W"
1480,4898091,2020-02-11 04:20:05+00:00, ,1.22708E+18,en,7,1,0,5,,,,SocialFlow,News that a judge is set to approve T-Mobile USA’s $59bn takeover sent Sprint shares surging almost 70% in after-hours trading on Monday https://t.co/UojeflMrJD
1479,4898091,2020-02-11 04:40:06+00:00, ,1.22709E+18,en,9,0,0,12,,,,SocialFlow,"Amy Kazmin: School theatre may be momentous in the lives of young performers, but they are rarely the stuff of news headlines. Yet in India, a student play has landed the headteacher and a parent in jail for sedition https://t.co/yuPUMVWugn"
1477,4898091,2020-02-11 05:20:03+00:00, ,1.2271E+18,en,31,1,4,16,,,,SocialFlow,"Jamil Anderlini: Xi Jinping has studiously avoided mention of China’s dynastic cycle and the mandate of heaven, especially as traditional omens of collapse have piled up over the past year https://t.co/UH1cwdeln1"
1476,4898091,2020-02-11 05:40:05+00:00, ,1.22711E+18,en,16,2,2,13,,,,SocialFlow,Australia’s nearly three-decade run of economic growth could be broken as the coronavirus outbreak shuts swaths of the Chinese economy and Australia suffers its own wildfires crisis https://t.co/HRfRjC2vTi
1475,4898091,2020-02-11 06:00:04+00:00, ,1.22711E+18,en,10,2,0,2,,,,SocialFlow,"The job of a red-carpet stylist has become exponentially more difficult: Oscar attendees now aim to look refined as well as make a statement about inclusivity, ethics or sustainability https://t.co/TI0rejfQuk"
1473,4898091,2020-02-11 06:40:07+00:00, ,1.22712E+18,en,17,0,0,16,,,,SocialFlow,China’s biggest military technology company has set up a national laboratory for advanced technologies such as crime prediction and emotion recognition. It has also given a first wave of grants — including one in the UK https://t.co/Mm09hmOGUp
1472,4898091,2020-02-11 07:00:08+00:00, ,1.22713E+18,en,27,2,1,12,,,,SocialFlow,"Good morning, London. While you were sleeping, this was our most read story: https://t.co/Lkbj6g1dc7"
1471,4898091,2020-02-11 07:15:05+00:00, ,1.22713E+18,en,17,1,3,12,,,,SocialFlow,The UK’s demands to preserve the City of London’s access to European markets after Brexit appear intended to assuage fears that financial services could be left in the lurch  https://t.co/pUjttMNxry
1470,4898091,2020-02-11 07:22:55+00:00, ,1.22713E+18,en,0,0,0,11,,,,SocialFlow,"RT @adamsamson: Searches for 'coronavirus' appear to have peaked, Goldman points out. Here's what the Google Trends data look like https://…"
1467,4898091,2020-02-11 08:00:14+00:00, ,1.22714E+18,en,32,5,3,27,,,,SocialFlow,"New regulations in the UK will allow the government to quarantine people in England against their will, if necessary, to prevent the spread of the coronavirus https://t.co/Vd8rdiNjup"
1463,4898091,2020-02-11 09:00:16+00:00, ,1.22716E+18,en,10,1,1,4,,,,SocialFlow,"Fund managers are hoping that a hybrid approach, combining the judgment of a stockpicker with big data insights, will give them a new lease of life https://t.co/O9IlB0hXeK"
1458,4898091,2020-02-11 10:40:08+00:00, ,1.22718E+18,en,35,6,9,10,,,,SocialFlow,"The British government is demanding the EU sign up to a 'permanent equivalence' regime for financial services that will last for 'decades to come', to ensure the City of London can maintain access to the European market after Brexit https://t.co/OguqborNkO"
1457,4898091,2020-02-11 11:00:13+00:00, ,1.22719E+18,en,9,0,1,8,,,,SocialFlow,"The death toll in China from the coronavirus outbreak has exceeded 1,000, with the number of confirmed cases reaching nearly 43,000. Follow our live blog for updates: https://t.co/XDyPJJNBib"
1455,4898091,2020-02-11 11:33:12+00:00, ,1.22719E+18,en,31,0,1,9,,,,Ads Uploader for Twitter,"""Though we journalists are trained to create moral panics about each new generation, I came home disgusted at another generation of young people: my own. What degenerates we were."" https://t.co/f4iBucmkVd"
1452,4898091,2020-02-11 11:33:14+00:00, ,1.22719E+18,en,64,3,15,16,,,,Ads Uploader for Twitter,"""Though we journalists are trained to create moral panics about each new generation, I came home disgusted at another generation of young people: my own. What degenerates we were."" https://t.co/VGag665U6G"
1451,4898091,2020-02-11 11:33:14+00:00, ,1.22719E+18,en,63,3,11,6,,,,Ads Uploader for Twitter,"""In no particular order, things I have been irrationally terrified of during my life include: boa constrictors, crocodiles, tsunamis, the walking dead, white bread, spaghetti and a tray of brownies left unattended."" https://t.co/PVwaZRBaeN"
1449,4898091,2020-02-11 11:33:17+00:00, ,1.22719E+18,en,19,1,6,5,,,,Ads Uploader for Twitter,"""Though we journalists are trained to create moral panics about each new generation, I came home disgusted at another generation of young people: my own. What degenerates we were."" https://t.co/L4VA9WMZOl"
1445,4898091,2020-02-11 11:33:19+00:00, ,1.22719E+18,en,84,0,7,9,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/Gq5ei0fMNY"
1442,4898091,2020-02-11 11:33:20+00:00, ,1.22719E+18,en,72,0,3,11,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/xbRIHTnY8u"
1436,4898091,2020-02-11 11:33:22+00:00, ,1.22719E+18,en,50,7,0,14,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/PziEpQ7xUa"
1433,4898091,2020-02-11 11:33:24+00:00, ,1.22719E+18,en,77,3,0,23,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/5IXVIXYeFM"
1430,4898091,2020-02-11 11:33:25+00:00, ,1.22719E+18,en,32,1,2,8,,,,Ads Uploader for Twitter,"""Though we journalists are trained to create moral panics about each new generation, I came home disgusted at another generation of young people: my own. What degenerates we were."" https://t.co/hhx8G66h9f"
1431,4898091,2020-02-11 11:33:25+00:00, ,1.22719E+18,en,40,1,0,12,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/AtHkMsFv2M"
1428,4898091,2020-02-11 11:33:26+00:00, ,1.22719E+18,en,8,1,1,3,,,,Ads Uploader for Twitter,"""Traditional metrics, such as the unemployment rate, fail to capture what is really happening on the ground. This is especially true in the US, where education inflation, in particular, is off the charts."" https://t.co/MHkJs56iK6"
1426,4898091,2020-02-11 11:33:27+00:00, ,1.22719E+18,en,14,5,7,3,,,,Ads Uploader for Twitter,"""Most commentators assume the EU has the advantage because it is bigger. I disagree. The UK’s acceptance of trade friction has changed everything."" https://t.co/mw8B4IukoJ"
1425,4898091,2020-02-11 11:33:27+00:00, ,1.22719E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Traditional metrics, such as the unemployment rate, fail to capture what is really happening on the ground. This is especially true in the US, where education inflation, in particular, is off the charts."" https://t.co/rz8g3k6qbu"
1422,4898091,2020-02-11 11:33:28+00:00, ,1.22719E+18,en,6,0,0,4,,,,Ads Uploader for Twitter,"""Traditional metrics, such as the unemployment rate, fail to capture what is really happening on the ground. This is especially true in the US, where education inflation, in particular, is off the charts."" https://t.co/q22oQK2kc1"
1420,4898091,2020-02-11 11:33:29+00:00, ,1.22719E+18,en,45,4,0,8,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/aShPxCblAl"
1417,4898091,2020-02-11 11:33:30+00:00, ,1.22719E+18,en,13,1,1,1,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/znvf7m75bg"
1419,4898091,2020-02-11 11:33:30+00:00, ,1.22719E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Traditional metrics, such as the unemployment rate, fail to capture what is really happening on the ground. This is especially true in the US, where education inflation, in particular, is off the charts."" https://t.co/aSEq81wLd0"
1415,4898091,2020-02-11 11:33:31+00:00, ,1.22719E+18,en,1,0,0,0,,,,Ads Uploader for Twitter,"""Though we journalists are trained to create moral panics about each new generation, I came home disgusted at another generation of young people: my own. What degenerates we were."" https://t.co/QS5azvMo68"
1413,4898091,2020-02-11 11:33:32+00:00, ,1.22719E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Traditional metrics, such as the unemployment rate, fail to capture what is really happening on the ground. This is especially true in the US, where education inflation, in particular, is off the charts."" https://t.co/FBcLf8ALj4"
1414,4898091,2020-02-11 11:33:32+00:00, ,1.22719E+18,en,3,0,0,0,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/lufsqD1RoN"
1411,4898091,2020-02-11 11:33:33+00:00, ,1.22719E+18,en,1,0,0,1,,,,Ads Uploader for Twitter,"""Ultimately, working from home is neither as bad, nor as brilliant, as it is often said to be. Like so much else in modern working life, for a lot of us it is simply inevitable."" https://t.co/2fbB8f0kNj"
1403,4898091,2020-02-11 12:20:03+00:00, ,1.22721E+18,en,15,2,0,5,,,,SocialFlow,"Carbon emissions from energy fell in advanced economies including the EU and US, where the use of coal — the most polluting fossil fuel — declined by between 15% and 25% https://t.co/9oa5pY4BVe"
1402,4898091,2020-02-11 12:40:06+00:00, ,1.22721E+18,en,11,1,0,2,,,,SocialFlow,Be a new you in New York: top tips for a healthy visit and to banish the business travel blues https://t.co/fhs7PtOAU0
1401,4898091,2020-02-11 12:49:33+00:00, ,1.22721E+18,en,10,0,2,6,,,,SocialFlow,Just in. https://t.co/TcXrrPiB2G
1393,4898091,2020-02-11 14:40:10+00:00, ,1.22724E+18,en,13,1,4,5,,,,SocialFlow,"There are signs that Pete Buttigieg’s strong showing in Iowa has raised his profile among independent voters
https://t.co/UQHzTQcGdj"
1392,4898091,2020-02-11 14:47:13+00:00, ,1.22724E+18,en,0,0,0,16,,,,SocialFlow,"RT @PickardJE: this is a slightly quirky one but I found it fascinating:

The island of Ireland risks having to cope with different times z…"
1389,4898091,2020-02-11 15:40:04+00:00, ,1.22726E+18,en,21,4,5,23,,,,SocialFlow,"The FT is mapping the coronavirus as it spreads. See the latest figures: 
https://t.co/QD9Fm49JZo https://t.co/LP17OwNe6c"
1388,4898091,2020-02-11 16:00:13+00:00, ,1.22726E+18,en,4,1,1,9,,,,SocialFlow,"Sinn Féin leader Mary Lou McDonald has begun sounding out potential coalition partners among the Greens, centre-left, hard-left and independents
https://t.co/J1QPvBDRKg"
1384,4898091,2020-02-11 16:37:03+00:00, ,1.22727E+18,en,0,0,0,0,,,,Twitter for Advertisers.,Test - do not use https://t.co/4LUvSPIsoq
1383,4898091,2020-02-11 16:40:12+00:00, ,1.22727E+18,en,3,0,0,6,,,,SocialFlow,"Samsung's share price has only recently returned to the levels of its 2017 peak, which coincided with the imprisonment for corruption of its scion, vice-chairman and de facto head, Lee Jae-yong
https://t.co/FVtd5XXiWw"
1381,4898091,2020-02-11 17:20:10+00:00, ,1.22728E+18,en,33,0,1,4,,,,SocialFlow,"Here's another chance to read our ★★★★★ review of Parasite, which last night won Best Picture at the Oscars, as well as Best Director for Bong Joon Ho https://t.co/0wir79F9Fh"
1378,4898091,2020-02-11 18:20:08+00:00, ,1.2273E+18,en,23,3,3,9,,,,SocialFlow,"In his latest column for the FT, Martin Wolf predicts that a stronger US economy will help Donald Trump win this year's presidential election — and he forecasts the consequences for the world of a second Trump mandate: https://t.co/MB3YD5Phrl"
1377,4898091,2020-02-11 18:40:03+00:00, ,1.2273E+18,en,7,1,0,5,,,,SocialFlow,"Handshakes have been banned, sanitising gel purchased and passports will be vetted to block attendees who visited China in the past fortnight. That is, if Mobile World Congress goes ahead in Barcelona this month https://t.co/jD8kkovSQl"
1376,4898091,2020-02-11 19:00:11+00:00, ,1.22731E+18,en,8,1,2,2,,,,SocialFlow,"With a handful of ballots already cast in New Hampshire, candidates are counting every vote. Amy Klobuchar may get an important third place, while Elizabeth Warren and Joe Biden are battling to stay alive in the race: https://t.co/yWf7FsFs32"
1374,4898091,2020-02-11 19:40:08+00:00, ,1.22732E+18,en,13,3,2,8,,,,SocialFlow,Nato defence ministers will discuss on Wednesday the possibility of redeploying international troops who train anti-Isis forces in Iraq. The discussion is part of plans for the alliance to expand its Middle East presence to satisfy Donald Trump https://t.co/2rMXD5MD83
1373,4898091,2020-02-11 20:00:10+00:00, ,1.22732E+18,en,33,4,5,12,,,,SocialFlow,The electric car market is about to become intensely crowded. Can Tesla hold on to its early lead? https://t.co/tnQAgbzxHr
1372,4898091,2020-02-11 20:40:05+00:00, ,1.22733E+18,en,16,1,0,14,,,,SocialFlow,"Opinion: The fight among rebels and Assad-backed forces in Idlib, in north-west Syria, is turning into a terrible humanitarian catastrophe as more than 1m people have fled the region. A revival of the 'migrant' hysteria in Europe in 2015-16 isn't far https://t.co/qWFfb2pAlH"
1370,4898091,2020-02-11 21:16:12+00:00, ,1.22734E+18,en,8,1,1,5,,,,SocialFlow,"Just published: front page of the Financial Times, UK edition, Wednesday 12 February         https://t.co/Zd4xS3B7R1 https://t.co/bRzn64dQ4I"
1369,4898091,2020-02-11 21:20:09+00:00, ,1.22734E+18,en,11,0,0,3,,,,SocialFlow,"'We know that there will be very likely some effects on the United States', said the Fed chairman Jay Powell about the new coronavirus, adding that the central bank is monitoring the risks for the US economy https://t.co/aZ2DutqQRr"
1368,4898091,2020-02-11 21:40:11+00:00, ,1.22735E+18,en,21,3,2,10,,,,SocialFlow,"FT View: Boris Johnson made the right decision to face down opponents in his own party to give the go-ahead to HS2 despite its spiralling cost, poor management and concerns about harm to ancient woodlands https://t.co/2BzEQmEpiv"
1366,4898091,2020-02-11 22:20:09+00:00, ,1.22736E+18,en,6,0,0,1,,,,SocialFlow,"Analysis: By taking personal responsibility for Britain’s biggest railway project in more than a century, Boris Johnson is making a risky bet — yet the prime minister has plenty of political capital to gamble https://t.co/xthSpbJl7o https://t.co/KkxL2fTb4M"
1364,4898091,2020-02-11 22:55:01+00:00, ,1.22737E+18,en,0,0,0,220,,,,SocialFlow,"RT @EdwardGLuce: ""For Americans to choose a demagogue twice could not be dismissed as accident. The re-election of this man — a nationalist…"
1362,4898091,2020-02-12 00:14:19+00:00, ,1.22739E+18,en,4,0,3,3,,,,SocialFlow,Lyft disappoints with forecast of continued losses https://t.co/0BSoqCHuRf
1361,4898091,2020-02-12 01:00:15+00:00, ,1.2274E+18,en,0,0,0,6,,,,SocialFlow,RT @robertshrimsley: We're doing a live version of the FT politics podcast on Feb 26. Seb Payne and the gang will all be there in person. F…
1357,4898091,2020-02-12 03:41:56+00:00, ,1.22744E+18,en,26,1,0,14,,,,SocialFlow,"‘From a trade war to a war against a virus, it’s a shock to financial markets.’ https://t.co/sHsYPjcWyY"
1356,4898091,2020-02-12 04:00:10+00:00, ,1.22744E+18,en,6,1,4,3,,,,SocialFlow,Bernie Sanders has pulled into an early lead in New Hampshire’s Democratic primary ahead of moderates Pete Buttigieg and Amy Klobuchar https://t.co/JzZEqWuO9B
1353,4898091,2020-02-12 05:00:13+00:00, ,1.22746E+18,en,23,4,2,16,,,,SocialFlow,"The Federal Trade Commission has demanded the five largest US companies — Alphabet, Amazon, Apple, Facebook and Microsoft — disclose acquisitions that were too small to meet reporting guidelines https://t.co/QpqKcmNaZd"
1349,4898091,2020-02-12 06:00:15+00:00, ,1.22747E+18,en,58,4,5,28,,,,SocialFlow,"Bestselling French economist Thomas Piketty talks to the FT's European economics commentator Martin Sandbu about ideology, capital, and how to make societies fairer with taxes on wealth and inheritance https://t.co/d2KeRkov7U"
1347,4898091,2020-02-12 06:40:09+00:00, ,1.22748E+18,en,18,5,0,9,,,,SocialFlow,"James Kynge: The Sars outbreak of 2003 taught investors that when the disease passes, there are profits to be made. But which sectors will bounce back the strongest? https://t.co/OLWBwJR1DQ"
1346,4898091,2020-02-12 07:00:04+00:00, ,1.22749E+18,en,18,0,1,2,,,,SocialFlow,"Good morning, London. While you were sleeping, this was our most read story: https://t.co/6XPl5kfXbI"
1345,4898091,2020-02-12 07:15:08+00:00, ,1.22749E+18,en,15,4,2,13,,,,SocialFlow,The impact of the coronavirus outbreak is expected to be much greater than that of Sars in 2003. Here’s how the epidemic — and efforts to contain it — are already affecting the global economy https://t.co/7zlrZLmUWQ
1344,4898091,2020-02-12 07:30:07+00:00, ,1.2275E+18,en,27,2,1,22,,,,SocialFlow,Michel Barnier has shot down Britain’s hopes of permanent access to European markets for its financial services sector. Here’s how ‘equivalence’ arrangements work — and whether the City of London should be worried: https://t.co/hLa7sfWCV0
1343,4898091,2020-02-12 07:45:06+00:00, ,1.2275E+18,en,13,4,2,4,,,,SocialFlow,"The UK government has held talks with ExCel London as a possible ‘fallback option’ for the COP26 climate summit amid claims of spiralling costs and chaotic preparations in Glasgow, officials told the FT https://t.co/MnwcWIxaTo https://t.co/N2f7cTC8Nw"
1339,4898091,2020-02-12 08:45:06+00:00, ,1.22751E+18,en,0,0,0,15,,,,SocialFlow,"RT @EdwardGLuce: ""By this stage you would normally have a frontrunner. "" My take on the Democrats' balkanised primaries. https://t.co/BXqVR…"
1334,4898091,2020-02-12 10:00:11+00:00, ,1.22753E+18,en,17,1,1,11,,,,SocialFlow,"German politicians will vote on traffic law amendments on Friday that would heavily restrict e-scooters, which have flooded metropolitan areas, leading to vandalism and road accidents https://t.co/Xzm2e5VDBb https://t.co/jKkj0h5FPr"
1333,4898091,2020-02-12 10:20:06+00:00, ,1.22754E+18,en,14,1,3,6,,,,SocialFlow,Longtime Democratic party insiders fret that Bernie Sanders is rejecting policies that propelled both Bill Clinton and Barack Obama to the White House and ended almost two decades of Republican dominance https://t.co/WYukowLkb4 https://t.co/2UxaHDOWOk
1330,4898091,2020-02-12 11:20:06+00:00, ,1.22755E+18,en,154,12,11,93,,,,SocialFlow,"Never before has information about a new disease spread around an interconnected world more rapidly than during the 2020 coronavirus epidemic
https://t.co/HmfgTvoGdh"
